video_id,labels,top1,top1_rate,top2,top2_rate,top3,top3_rate,top4,top4_rate,top5,top5_rate
K3Q8Gi6oPIg,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Speech,0.60030955,Animal,0.06911705,"Livestock, farm animals, working animals",0.06325175,Fowl,0.061420433,"Chicken, rooster",0.05737135
Zbz0xb0BYSk,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Animal,0.6100177,"Livestock, farm animals, working animals",0.5194419,"Chicken, rooster",0.5177405,Fowl,0.5123526,"Crowing, cock-a-doodle-doo",0.39880303
NcIR-UiXJI0,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Animal,0.6901815,Wild animals,0.39267322,Bird,0.38573748,"Chicken, rooster",0.30748838,Fowl,0.30665553
7l_TPfOhh5c,"['Bird', 'Bird vocalization, bird call, bird song', 'Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster', 'Livestock, farm animals, working animals']","Chicken, rooster",0.6307901,"Livestock, farm animals, working animals",0.6282722,Animal,0.62727463,Fowl,0.6265197,"Crowing, cock-a-doodle-doo",0.39435655
_WJFzZwYgoQ,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Animal,0.5693419,"Domestic animals, pets",0.4272682,Dog,0.4088308,Silence,0.34186786,Bark,0.21353078
K3Q8Gi6oPIg,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Speech,0.60030955,Animal,0.06911705,"Livestock, farm animals, working animals",0.06325175,Fowl,0.061420433,"Chicken, rooster",0.05737135
sx3mEMFomNw,"['Fowl', 'Cluck', 'Chicken, rooster']",Speech,0.45977625,Animal,0.16115692,"Livestock, farm animals, working animals",0.15154396,Fowl,0.1445003,"Chicken, rooster",0.13971423
eUZdeewHwhw,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Speech,0.66585624,Animal,0.17514308,"Livestock, farm animals, working animals",0.14724801,Fowl,0.1423013,"Chicken, rooster",0.13931231
NcIR-UiXJI0,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Animal,0.6901815,Wild animals,0.39267322,Bird,0.38573748,"Chicken, rooster",0.30748838,Fowl,0.30665553
A43JOxLa5MM,"['Fowl', 'Cluck', 'Chicken, rooster']",Animal,0.37275308,"Livestock, farm animals, working animals",0.32617778,"Chicken, rooster",0.3124954,Fowl,0.31212735,Music,0.26632813
CX-gGuT3iEs,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Animal,0.9441131,"Livestock, farm animals, working animals",0.89002573,Fowl,0.8813282,"Chicken, rooster",0.8532609,"Crowing, cock-a-doodle-doo",0.64421815
jLtZk7lKmjk,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Animal,0.27899584,"Livestock, farm animals, working animals",0.19005235,Fowl,0.17856799,"Chicken, rooster",0.17068958,Wild animals,0.10890418
IyL7GafTLfY,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Animal,0.8676319,"Livestock, farm animals, working animals",0.5546471,Fowl,0.53795016,"Chicken, rooster",0.4229611,Wild animals,0.33583173
Fzs-OIw-Atw,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Speech,0.41986585,Animal,0.24851096,"Livestock, farm animals, working animals",0.19463344,Fowl,0.18944697,"Chicken, rooster",0.18537505
brpJxppIbDI,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Animal,0.8331827,"Livestock, farm animals, working animals",0.8023771,Fowl,0.7810694,"Chicken, rooster",0.77490985,Cluck,0.3741034
aU8dxXh2yqk,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Silence,0.47558555,Animal,0.36809456,Wild animals,0.22927551,Bird,0.21302886,"Livestock, farm animals, working animals",0.15441024
Zbz0xb0BYSk,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Animal,0.6100177,"Livestock, farm animals, working animals",0.5194419,"Chicken, rooster",0.5177405,Fowl,0.5123526,"Crowing, cock-a-doodle-doo",0.39880303
6Y5Ad3Mg068,"['Fowl', 'Cluck', 'Chicken, rooster']",Animal,0.34641838,Bird,0.2973414,Wild animals,0.2830368,"Bird vocalization, bird call, bird song",0.2634786,"Chirp, tweet",0.23125575
11ruZHgyTKM,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Animal,0.39070198,"Livestock, farm animals, working animals",0.33974764,Fowl,0.32289234,"Chicken, rooster",0.31354186,"Crowing, cock-a-doodle-doo",0.244772
qajtIAig54w,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Animal,0.39899772,Speech,0.32948044,Fowl,0.31148002,"Chicken, rooster",0.29674518,"Livestock, farm animals, working animals",0.28979146
muxjFOPvR1I,"['Fowl', 'Water tap, faucet', 'Bathtub (filling or washing)', 'Cluck', 'Water', 'Chicken, rooster']",Water,0.52752596,Liquid,0.34071755,"Water tap, faucet",0.3325605,Fill (with liquid),0.23203143,Pour,0.19130784
samyE_r0sXs,"['Fowl', 'Honk', 'Cluck', 'Chicken, rooster', 'Goose']",Animal,0.6549917,"Domestic animals, pets",0.3686869,Dog,0.36152285,"Livestock, farm animals, working animals",0.23483741,Fowl,0.21140492
srwaCnoVr2o,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Animal,0.7795617,Fowl,0.74033326,"Livestock, farm animals, working animals",0.7401406,"Chicken, rooster",0.729055,"Crowing, cock-a-doodle-doo",0.70195544
A58nnmnhfUo,"['Bird', 'Bird vocalization, bird call, bird song', 'Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster', 'Livestock, farm animals, working animals']",Fowl,0.2646452,"Livestock, farm animals, working animals",0.25083482,"Chicken, rooster",0.24754792,Animal,0.24643974,"Crowing, cock-a-doodle-doo",0.21632583
9wMeb3Q-IiQ,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Animal,0.45070362,"Outside, rural or natural",0.15059903,Bird,0.14672415,"Livestock, farm animals, working animals",0.14535098,Wild animals,0.14411214
7RyBRczgJK4,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Animal,0.8001707,"Livestock, farm animals, working animals",0.7614473,Fowl,0.75004244,"Chicken, rooster",0.7494217,"Crowing, cock-a-doodle-doo",0.61833113
qajtIAig54w,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Animal,0.39899772,Speech,0.32948044,Fowl,0.31148002,"Chicken, rooster",0.29674518,"Livestock, farm animals, working animals",0.28979146
6Y5Ad3Mg068,"['Fowl', 'Cluck', 'Chicken, rooster']",Animal,0.34641838,Bird,0.2973414,Wild animals,0.2830368,"Bird vocalization, bird call, bird song",0.2634786,"Chirp, tweet",0.23125575
NcIR-UiXJI0,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Animal,0.6901815,Wild animals,0.39267322,Bird,0.38573748,"Chicken, rooster",0.30748838,Fowl,0.30665553
fuKUA573aPQ,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Animal,0.9277851,"Livestock, farm animals, working animals",0.6943978,Fowl,0.6701559,"Chicken, rooster",0.6588945,Bird,0.3839325
_WJFzZwYgoQ,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Animal,0.5693419,"Domestic animals, pets",0.4272682,Dog,0.4088308,Silence,0.34186786,Bark,0.21353078
4jDqaqqvLVQ,"['Turkey', 'Fowl', 'Crowing, cock-a-doodle-doo', 'Gobble', 'Chicken, rooster']",Speech,0.17555954,Animal,0.11318686,"Livestock, farm animals, working animals",0.09980239,"Outside, rural or natural",0.08042517,Fowl,0.06062116
f5RrGFBbbSY,"['Fowl', 'Cluck', 'Chicken, rooster']",Speech,0.54908216,Animal,0.12868397,"Livestock, farm animals, working animals",0.12669182,Fowl,0.11074529,"Chicken, rooster",0.09275993
CScQCxNACyc,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster', 'Livestock, farm animals, working animals']",Animal,0.3231197,"Livestock, farm animals, working animals",0.22281094,Fowl,0.20624919,Speech,0.12936898,Duck,0.09912423
4jDqaqqvLVQ,"['Turkey', 'Fowl', 'Crowing, cock-a-doodle-doo', 'Gobble', 'Chicken, rooster']",Speech,0.17555954,Animal,0.11318686,"Livestock, farm animals, working animals",0.09980239,"Outside, rural or natural",0.08042517,Fowl,0.06062116
YlI9xWmyMzg,"['Fowl', 'Cluck', 'Chicken, rooster']",Speech,0.27100092,Animal,0.23472114,"Livestock, farm animals, working animals",0.23258491,Fowl,0.21705928,"Chicken, rooster",0.21299776
14XML4NbS38,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Speech,0.3535083,Animal,0.1808125,"Livestock, farm animals, working animals",0.15169711,Fowl,0.1455017,"Chicken, rooster",0.14125666
GkStiQ3hR5g,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Animal,0.5065118,"Livestock, farm animals, working animals",0.29705033,Fowl,0.24979833,"Chicken, rooster",0.21366572,Wild animals,0.16650376
14XML4NbS38,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Speech,0.3535083,Animal,0.1808125,"Livestock, farm animals, working animals",0.15169711,Fowl,0.1455017,"Chicken, rooster",0.14125666
CX-gGuT3iEs,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Animal,0.9441131,"Livestock, farm animals, working animals",0.89002573,Fowl,0.8813282,"Chicken, rooster",0.8532609,"Crowing, cock-a-doodle-doo",0.64421815
A43JOxLa5MM,"['Fowl', 'Cluck', 'Chicken, rooster']",Animal,0.37275308,"Livestock, farm animals, working animals",0.32617778,"Chicken, rooster",0.3124954,Fowl,0.31212735,Music,0.26632813
WF0CiXcsi5k,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Animal,0.8742506,Wild animals,0.4838213,"Livestock, farm animals, working animals",0.48254427,Bird,0.4772849,Fowl,0.45117968
3EE5WKQMBek,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Speech,0.84938776,Laughter,0.03097339,"Inside, small room",0.02310664,Screaming,0.019394387,Snicker,0.015209345
OwmzDT56VAU,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Animal,0.30034208,Fowl,0.24597485,"Chicken, rooster",0.245104,"Livestock, farm animals, working animals",0.24357739,"Crowing, cock-a-doodle-doo",0.14611506
YlI9xWmyMzg,"['Fowl', 'Cluck', 'Chicken, rooster']",Speech,0.27100092,Animal,0.23472114,"Livestock, farm animals, working animals",0.23258491,Fowl,0.21705928,"Chicken, rooster",0.21299776
ChBwdyjZAJI,"['Bird', 'Bird vocalization, bird call, bird song', 'Fowl', 'Crowing, cock-a-doodle-doo', 'Coo', 'Chicken, rooster', 'Livestock, farm animals, working animals', 'Pigeon, dove']",Bird,0.46291536,Wild animals,0.4616703,"Pigeon, dove",0.42665654,Animal,0.424158,Speech,0.3589947
68hapDEQEj0,"['Fowl', 'Cluck', 'Chicken, rooster']",Speech,0.4503595,Animal,0.23325133,"Livestock, farm animals, working animals",0.15121178,Fowl,0.14780481,"Chicken, rooster",0.12511918
WF0CiXcsi5k,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Animal,0.8742506,Wild animals,0.4838213,"Livestock, farm animals, working animals",0.48254427,Bird,0.4772849,Fowl,0.45117968
WF0CiXcsi5k,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Animal,0.8742506,Wild animals,0.4838213,"Livestock, farm animals, working animals",0.48254427,Bird,0.4772849,Fowl,0.45117968
f5RrGFBbbSY,"['Fowl', 'Cluck', 'Chicken, rooster']",Speech,0.54908216,Animal,0.12868397,"Livestock, farm animals, working animals",0.12669182,Fowl,0.11074529,"Chicken, rooster",0.09275993
jLtZk7lKmjk,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Animal,0.27899584,"Livestock, farm animals, working animals",0.19005235,Fowl,0.17856799,"Chicken, rooster",0.17068958,Wild animals,0.10890418
iramP9ihj_w,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Animal,0.57463837,"Livestock, farm animals, working animals",0.4305219,Fowl,0.40769896,"Chicken, rooster",0.38952446,Bird,0.2538354
Tgqb1VUysMM,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Music,0.51169074,Animal,0.22526932,"Livestock, farm animals, working animals",0.2007813,Fowl,0.19834475,"Chicken, rooster",0.19562852
OwmzDT56VAU,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Animal,0.30034208,Fowl,0.24597485,"Chicken, rooster",0.245104,"Livestock, farm animals, working animals",0.24357739,"Crowing, cock-a-doodle-doo",0.14611506
JuzqJAPlb5w,"['Turkey', 'Fowl', 'Cluck', 'Gobble', 'Chicken, rooster']",Music,0.3694067,Speech,0.35181534,Turkey,0.103212275,Gobble,0.09816611,Animal,0.094745226
6Y5Ad3Mg068,"['Fowl', 'Cluck', 'Chicken, rooster']",Animal,0.34641838,Bird,0.2973414,Wild animals,0.2830368,"Bird vocalization, bird call, bird song",0.2634786,"Chirp, tweet",0.23125575
srwaCnoVr2o,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Animal,0.7795617,Fowl,0.74033326,"Livestock, farm animals, working animals",0.7401406,"Chicken, rooster",0.729055,"Crowing, cock-a-doodle-doo",0.70195544
srwaCnoVr2o,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Animal,0.7795617,Fowl,0.74033326,"Livestock, farm animals, working animals",0.7401406,"Chicken, rooster",0.729055,"Crowing, cock-a-doodle-doo",0.70195544
46zbt7TQHRs,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Animal,0.5069335,"Livestock, farm animals, working animals",0.4354334,Fowl,0.4121892,"Chicken, rooster",0.40409726,Silence,0.24639003
UUjPZPtqG5k,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Animal,0.47385398,"Livestock, farm animals, working animals",0.34979624,Fowl,0.3343872,Silence,0.32467255,"Chicken, rooster",0.3090055
aU8dxXh2yqk,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Silence,0.47558555,Animal,0.36809456,Wild animals,0.22927551,Bird,0.21302886,"Livestock, farm animals, working animals",0.15441024
11ruZHgyTKM,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Animal,0.39070198,"Livestock, farm animals, working animals",0.33974764,Fowl,0.32289234,"Chicken, rooster",0.31354186,"Crowing, cock-a-doodle-doo",0.244772
9wMeb3Q-IiQ,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Animal,0.45070362,"Outside, rural or natural",0.15059903,Bird,0.14672415,"Livestock, farm animals, working animals",0.14535098,Wild animals,0.14411214
ECVzhzOC5Q0,"['Fowl', 'Cluck', 'Chicken, rooster']",Speech,0.7204723,Music,0.065238014,"Livestock, farm animals, working animals",0.020570263,Police car (siren),0.013522504,Animal,0.012048511
67GZuUxV27w,"['Bird', 'Bird vocalization, bird call, bird song', 'Fowl', 'Chirp, tweet', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster', 'Livestock, farm animals, working animals']",Animal,0.77536684,"Livestock, farm animals, working animals",0.45567083,Fowl,0.44489455,"Chicken, rooster",0.44176722,Bird,0.38141268
eUZdeewHwhw,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Speech,0.66585624,Animal,0.17514308,"Livestock, farm animals, working animals",0.14724801,Fowl,0.1423013,"Chicken, rooster",0.13931231
GkStiQ3hR5g,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Animal,0.5065118,"Livestock, farm animals, working animals",0.29705033,Fowl,0.24979833,"Chicken, rooster",0.21366572,Wild animals,0.16650376
ITYq5xoDGK0,"['Fowl', 'Cluck', 'Chicken, rooster']",Music,0.8507307,House music,0.15382564,Electronic music,0.12949724,Dance music,0.05790495,Disco,0.051043432
Fzs-OIw-Atw,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Speech,0.41986585,Animal,0.24851096,"Livestock, farm animals, working animals",0.19463344,Fowl,0.18944697,"Chicken, rooster",0.18537505
y3NZZETzVws,"['Fowl', 'Cluck', 'Chicken, rooster']",Animal,0.8489953,"Livestock, farm animals, working animals",0.6146847,Fowl,0.59425074,"Chicken, rooster",0.5788768,Cluck,0.3739624
_WJFzZwYgoQ,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Animal,0.5693419,"Domestic animals, pets",0.4272682,Dog,0.4088308,Silence,0.34186786,Bark,0.21353078
GkStiQ3hR5g,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Animal,0.5065118,"Livestock, farm animals, working animals",0.29705033,Fowl,0.24979833,"Chicken, rooster",0.21366572,Wild animals,0.16650376
eUZdeewHwhw,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Speech,0.66585624,Animal,0.17514308,"Livestock, farm animals, working animals",0.14724801,Fowl,0.1423013,"Chicken, rooster",0.13931231
qajtIAig54w,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Animal,0.39899772,Speech,0.32948044,Fowl,0.31148002,"Chicken, rooster",0.29674518,"Livestock, farm animals, working animals",0.28979146
sx3mEMFomNw,"['Fowl', 'Cluck', 'Chicken, rooster']",Speech,0.45977625,Animal,0.16115692,"Livestock, farm animals, working animals",0.15154396,Fowl,0.1445003,"Chicken, rooster",0.13971423
gQby3qzwwQw,"['Turkey', 'Fowl', 'Gobble']",Animal,0.38013557,Wild animals,0.17347601,"Livestock, farm animals, working animals",0.13378648,"Inside, small room",0.12818177,Fowl,0.1248044
4jDqaqqvLVQ,"['Turkey', 'Fowl', 'Crowing, cock-a-doodle-doo', 'Gobble', 'Chicken, rooster']",Speech,0.17555954,Animal,0.11318686,"Livestock, farm animals, working animals",0.09980239,"Outside, rural or natural",0.08042517,Fowl,0.06062116
YGj2ZPZ5cew,"['Turkey', 'Fowl', 'Gobble']",Animal,0.51497054,"Livestock, farm animals, working animals",0.30243045,Fowl,0.29394346,Turkey,0.22120392,Gobble,0.19998673
AMxnCzC33lo,"['Turkey', 'Fowl', 'Gobble']",Animal,0.5625696,"Livestock, farm animals, working animals",0.4049273,Fowl,0.38120395,Turkey,0.3243196,Gobble,0.2960553
H9nKSRtcxiY,"['Turkey', 'Fowl', 'Gobble']",Animal,0.61360246,Turkey,0.4907899,"Livestock, farm animals, working animals",0.45848235,Fowl,0.45836085,Gobble,0.44725984
yGBSo4TDeTg,"['Bird', 'Turkey', 'Bird vocalization, bird call, bird song', 'Fowl', 'Gobble']",Animal,0.2633865,Speech,0.24975026,Fowl,0.1610524,"Livestock, farm animals, working animals",0.15992269,Turkey,0.15728527
WdGkP2ID5S4,"['Turkey', 'Fowl', 'Gobble']",Speech,0.38823694,Animal,0.26055515,"Livestock, farm animals, working animals",0.12785147,Wild animals,0.11328417,Fowl,0.10801075
SYEmTschjRg,"['Turkey', 'Fowl', 'Gobble']",Music,0.59991467,Speech,0.08535732,Rapping,0.028729474,Turkey,0.023420462,Hip hop music,0.020181643
nVpU4g6jWu8,"['Turkey', 'Fowl', 'Gobble']",Speech,0.27765185,Laughter,0.17889585,"Inside, small room",0.06433861,Giggle,0.061739527,Snicker,0.049389195
80Lqw4-iQXI,"['Turkey', 'Fowl', 'Gobble']",Animal,0.29526755,"Livestock, farm animals, working animals",0.2117734,Fowl,0.20946853,Speech,0.17147547,Turkey,0.101482175
emARK6c6Snk,"['Turkey', 'Fowl', 'Gobble']",Animal,0.703116,Turkey,0.583077,"Livestock, farm animals, working animals",0.52558976,Gobble,0.5236033,Fowl,0.52042884
4NBN36NCT-8,"['Bird', 'Turkey', 'Bird vocalization, bird call, bird song', 'Fowl', 'Chirp, tweet', 'Gobble']",Animal,0.20289703,"Inside, small room",0.1544816,"Livestock, farm animals, working animals",0.10622497,Silence,0.08112918,"Rodents, rats, mice",0.072882816
l9yKYfvWMB4,"['Bird', 'Turkey', 'Bird vocalization, bird call, bird song', 'Fowl', 'Gobble']",Animal,0.74488544,Fowl,0.42528552,Duck,0.42369825,"Livestock, farm animals, working animals",0.40478477,Goose,0.32212234
aWgRtDIA2U4,"['Bird', 'Turkey', 'Bird vocalization, bird call, bird song', 'Fowl', 'Gobble']",Animal,0.3715654,"Livestock, farm animals, working animals",0.31797844,Fowl,0.30897883,Turkey,0.3037381,Gobble,0.29987177
WdGkP2ID5S4,"['Turkey', 'Fowl', 'Gobble']",Speech,0.38823694,Animal,0.26055515,"Livestock, farm animals, working animals",0.12785147,Wild animals,0.11328417,Fowl,0.10801075
H9nKSRtcxiY,"['Turkey', 'Fowl', 'Gobble']",Animal,0.61360246,Turkey,0.4907899,"Livestock, farm animals, working animals",0.45848235,Fowl,0.45836085,Gobble,0.44725984
QDqBJwoQcNY,"['Bird', 'Turkey', 'Bird vocalization, bird call, bird song', 'Fowl', 'Chirp, tweet', 'Gobble', 'Livestock, farm animals, working animals']",Animal,0.5379938,"Livestock, farm animals, working animals",0.3284867,Fowl,0.28632945,Bird,0.1803054,Wild animals,0.17387033
m66t_j137lw,"['Bird', 'Turkey', 'Bird vocalization, bird call, bird song', 'Fowl', 'Chirp, tweet', 'Gobble']",Speech,0.59363574,Animal,0.17827883,"Domestic animals, pets",0.11937704,Dog,0.1087213,Whimper (dog),0.03954607
7uifiqanNoM,"['Bird', 'Turkey', 'Bird vocalization, bird call, bird song', 'Fowl', 'Gobble']",Animal,0.378007,Speech,0.20467095,Bird,0.18831676,Wild animals,0.18765827,"Livestock, farm animals, working animals",0.1359838
YGj2ZPZ5cew,"['Turkey', 'Fowl', 'Gobble']",Animal,0.51497054,"Livestock, farm animals, working animals",0.30243045,Fowl,0.29394346,Turkey,0.22120392,Gobble,0.19998673
WdGkP2ID5S4,"['Turkey', 'Fowl', 'Gobble']",Speech,0.38823694,Animal,0.26055515,"Livestock, farm animals, working animals",0.12785147,Wild animals,0.11328417,Fowl,0.10801075
H9nKSRtcxiY,"['Turkey', 'Fowl', 'Gobble']",Animal,0.61360246,Turkey,0.4907899,"Livestock, farm animals, working animals",0.45848235,Fowl,0.45836085,Gobble,0.44725984
6QvSd79Ocw8,"['Bird', 'Turkey', 'Bird vocalization, bird call, bird song', 'Fowl', 'Chirp, tweet', 'Gobble']",Animal,0.35677272,Turkey,0.16440555,"Livestock, farm animals, working animals",0.13944884,Wild animals,0.13299388,"Outside, rural or natural",0.13244453
ScNLWuogqpI,"['Turkey', 'Fowl', 'Gobble']",Animal,0.5909197,Fowl,0.46696147,"Livestock, farm animals, working animals",0.45475817,Turkey,0.36261526,Gobble,0.2851123
VxYQ_7maGQg,"['Turkey', 'Fowl', 'Gobble']",Speech,0.7120248,Turkey,0.10397178,Gobble,0.089836076,Fowl,0.08934592,"Livestock, farm animals, working animals",0.085824855
ScNLWuogqpI,"['Turkey', 'Fowl', 'Gobble']",Animal,0.5909197,Fowl,0.46696147,"Livestock, farm animals, working animals",0.45475817,Turkey,0.36261526,Gobble,0.2851123
l7wdJtEJrRc,"['Bird', 'Turkey', 'Bird vocalization, bird call, bird song', 'Fowl', 'Chirp, tweet', 'Gobble']",Animal,0.5949131,Wild animals,0.3088749,Bird,0.30703846,Fowl,0.26115054,"Livestock, farm animals, working animals",0.24590056
MVDR9JeJA6o,"['Bird', 'Turkey', 'Bird vocalization, bird call, bird song', 'Fowl', 'Gobble']",Animal,0.46568218,"Domestic animals, pets",0.2182472,Dog,0.1861181,Rustle,0.16988373,Pink noise,0.14701864
Ind-moQb3tc,"['Turkey', 'Fowl', 'Gobble']",Animal,0.29917118,Turkey,0.20149556,"Livestock, farm animals, working animals",0.16173503,Explosion,0.15556328,Fowl,0.15408225
4jDqaqqvLVQ,"['Turkey', 'Fowl', 'Crowing, cock-a-doodle-doo', 'Gobble', 'Chicken, rooster']",Speech,0.17555954,Animal,0.11318686,"Livestock, farm animals, working animals",0.09980239,"Outside, rural or natural",0.08042517,Fowl,0.06062116
9R4qwSl7u2A,"['Turkey', 'Fowl', 'Gobble']",Animal,0.3279173,"Livestock, farm animals, working animals",0.18893996,Fowl,0.18729392,Turkey,0.14385816,Wild animals,0.14228882
TDNnNmgqhNI,"['Turkey', 'Fowl', 'Gobble']",Speech,0.59704316,"Outside, urban or manmade",0.026453998,Screaming,0.018268619,"Hubbub, speech noise, speech babble",0.014612694,Whoop,0.012763712
H3XoJGQoMJI,"['Turkey', 'Fowl', 'Gobble']",Animal,0.24509172,"Domestic animals, pets",0.12700814,Speech,0.11199796,"Livestock, farm animals, working animals",0.11012012,Dog,0.10860483
DPcGzqHoo7Y,"['Bird', 'Turkey', 'Bird vocalization, bird call, bird song', 'Fowl', 'Gobble']",Music,0.6270505,Animal,0.0644782,Turkey,0.053055465,Gobble,0.04634116,Fowl,0.04438916
aWgRtDIA2U4,"['Bird', 'Turkey', 'Bird vocalization, bird call, bird song', 'Fowl', 'Gobble']",Animal,0.3715654,"Livestock, farm animals, working animals",0.31797844,Fowl,0.30897883,Turkey,0.3037381,Gobble,0.29987177
ehxbLaJSGMM,"['Bird', 'Turkey', 'Bird vocalization, bird call, bird song', 'Fowl', 'Chirp, tweet', 'Gobble']",Speech,0.3240098,Animal,0.22866468,"Livestock, farm animals, working animals",0.1758347,Fowl,0.17224301,Turkey,0.116445206
cdhpPQr5xnU,"['Bird', 'Turkey', 'Bird vocalization, bird call, bird song', 'Fowl', 'Gobble']",Turkey,0.727703,Gobble,0.7027894,Fowl,0.70094717,Animal,0.6934275,"Livestock, farm animals, working animals",0.68260634
7JqR7JlgRlE,"['Bird', 'Turkey', 'Bird vocalization, bird call, bird song', 'Fowl', 'Gobble']",Animal,0.540055,Fowl,0.3279211,"Livestock, farm animals, working animals",0.31298572,Turkey,0.31203967,Gobble,0.2834581
JuzqJAPlb5w,"['Turkey', 'Fowl', 'Cluck', 'Gobble', 'Chicken, rooster']",Music,0.3694067,Speech,0.35181534,Turkey,0.103212275,Gobble,0.09816611,Animal,0.094745226
Ind-moQb3tc,"['Turkey', 'Fowl', 'Gobble']",Animal,0.29917118,Turkey,0.20149556,"Livestock, farm animals, working animals",0.16173503,Explosion,0.15556328,Fowl,0.15408225
I1NE3H6soBU,"['Turkey', 'Fowl', 'Crowing, cock-a-doodle-doo', 'Gobble', 'Chicken, rooster']",Animal,0.69017637,"Livestock, farm animals, working animals",0.5632117,Fowl,0.52118737,"Chicken, rooster",0.35571724,Cluck,0.19784686
NxP9CfxfJxg,"['Bird', 'Turkey', 'Bird vocalization, bird call, bird song', 'Fowl', 'Chirp, tweet', 'Gobble']",Animal,0.40417162,Bird,0.28218466,Wild animals,0.2702934,"Bird vocalization, bird call, bird song",0.23718075,Environmental noise,0.17038216
